0	18076	http://www.wikidata.org/entity/Q55659107	intermittent natural watercourse
0	18034	http://www.wikidata.org/entity/Q15303838	municipality seat
24	17577	http://www.wikidata.org/entity/Q740445	ridge
230	17108	http://www.wikidata.org/entity/Q207524	islet
15646	16755	http://www.wikidata.org/entity/Q7321974	cairn
0	16373	http://www.wikidata.org/entity/Q192287	subdivisions of Russia
320	16326	http://www.wikidata.org/entity/Q17018380	bight
3	16326	http://www.wikidata.org/entity/Q26703203	stumbling stone
0	16279	http://www.wikidata.org/entity/Q65661087	village in Belarus
16	16270	http://www.wikidata.org/entity/Q3950	villa
18	15952	http://www.wikidata.org/entity/Q40080	beach
0	15805	http://www.wikidata.org/entity/Q575759	war memorial
0	15247	http://www.wikidata.org/entity/Q18663566	dissolved municipality of Japan
18	15168	http://www.wikidata.org/entity/Q102496	parish
1	15095	http://www.wikidata.org/entity/Q358	heritage site
6	15062	http://www.wikidata.org/entity/Q212198	pub
0	14884	http://www.wikidata.org/entity/Q842402	Hindu temple
108	14872	http://www.wikidata.org/entity/Q928830	metro station
0	14811	http://www.wikidata.org/entity/Q2732840	Gram panchayat
333	14797	http://www.wikidata.org/entity/Q174782	square
32	14732	http://www.wikidata.org/entity/Q35509	cave
490	14693	http://www.wikidata.org/entity/Q166735	swamp
0	14552	http://www.wikidata.org/entity/Q20541692	settlement in Galicia, Spain
0	14334	http://www.wikidata.org/entity/Q3508250	Syndicat intercommunal
36	14212	http://www.wikidata.org/entity/Q3957	town
0	13989	http://www.wikidata.org/entity/Q50231	administrative territorial entity of the People's Republic of China
227	13815	http://www.wikidata.org/entity/Q728937	railway line
2	13641	http://www.wikidata.org/entity/Q12317349	main library
0	13596	http://www.wikidata.org/entity/Q459297	qanat
15	13277	http://www.wikidata.org/entity/Q16560	palace
5191	13198	http://www.wikidata.org/entity/Q179049	nature reserve
77	12744	http://www.wikidata.org/entity/Q44613	monastery
125	12560	http://www.wikidata.org/entity/Q27686	hotel
0	12404	http://www.wikidata.org/entity/Q20202352	locality of Mexico
113	12228	http://www.wikidata.org/entity/Q187223	lagoon
0	12182	http://www.wikidata.org/entity/Q1115575	civil parish
4	11987	http://www.wikidata.org/entity/Q160091	plain
7	11892	http://www.wikidata.org/entity/Q11755880	residential building
5	11846	http://www.wikidata.org/entity/Q953806	bus stop
93	11752	http://www.wikidata.org/entity/Q24354	theatre
0	11513	http://www.wikidata.org/entity/Q61089180	part of municipality in the Czech Republic
0	11383	http://www.wikidata.org/entity/Q61278455	health sub-centre
0	11037	http://www.wikidata.org/entity/Q965568	kelurahan
0	10981	http://www.wikidata.org/entity/Q2231510	col
53	10832	http://www.wikidata.org/entity/Q34038	waterfall
0	10636	http://www.wikidata.org/entity/Q15243209	historic district
345	10521	http://www.wikidata.org/entity/Q14659	Coat of arms
5517	10279	http://www.wikidata.org/entity/Q1497375	architectural ensemble
0	10273	http://www.wikidata.org/entity/Q1081138	historic site
1	10138	http://www.wikidata.org/entity/Q46686	reredos
0	10099	http://www.wikidata.org/entity/Q4414033	rural council of Ukraine
5	10086	http://www.wikidata.org/entity/Q607241	clergy house
12	10054	http://www.wikidata.org/entity/Q1244442	school building
0	9967	http://www.wikidata.org/entity/Q2389082	rural commune of Vietnam
1	9954	http://www.wikidata.org/entity/Q721747	commemorative plaque
5	9949	http://www.wikidata.org/entity/Q811534	remarkable tree
688	9871	http://www.wikidata.org/entity/Q184358	reef
0	9827	http://www.wikidata.org/entity/Q498162	census-designated place
9	9818	http://www.wikidata.org/entity/Q2319498	landmark
0	9771	http://www.wikidata.org/entity/Q1362233	Upper Lusatian house
0	9767	http://www.wikidata.org/entity/Q11396180	library branch
0	9748	http://www.wikidata.org/entity/Q1093829	city of the United States
0	9631	http://www.wikidata.org/entity/Q262166	municipality of Germany
0	9563	http://www.wikidata.org/entity/Q479053	gromada of Poland
19	9452	http://www.wikidata.org/entity/Q32815	mosque
0	9373	http://www.wikidata.org/entity/Q1500350	township of the People's Republic of China
492	9349	http://www.wikidata.org/entity/Q879050	manor house
548	9292	http://www.wikidata.org/entity/Q131596	farm
0	9237	http://www.wikidata.org/entity/Q759421	nature reserve
0	9208	http://www.wikidata.org/entity/Q986065	subdistrict of China
30	9182	http://www.wikidata.org/entity/Q483453	fountain
79	9152	http://www.wikidata.org/entity/Q537127	road bridge
8	9107	http://www.wikidata.org/entity/Q515	city
0	9087	http://www.wikidata.org/entity/Q21503788	Landschaftsschutzgebiet
1	9066	http://www.wikidata.org/entity/Q42948	wall
8	9022	http://www.wikidata.org/entity/Q5003624	memorial
0	8991	http://www.wikidata.org/entity/Q190107	weather station
3613	8954	http://www.wikidata.org/entity/Q173387	grave
0	8913	http://www.wikidata.org/entity/Q17051044	mahalle
166	8873	http://www.wikidata.org/entity/Q35666	glacier
2	8769	http://www.wikidata.org/entity/Q35054	post office
0	8744	http://www.wikidata.org/entity/Q3700011	kecamatan
0	8637	http://www.wikidata.org/entity/Q654476	khachkar
12	8498	http://www.wikidata.org/entity/Q3253281	pond
33	8430	http://www.wikidata.org/entity/Q13226383	facility
10	8430	http://www.wikidata.org/entity/Q107679	cliff
0	8367	http://www.wikidata.org/entity/Q23012917	village of Burkina Faso
3	8327	http://www.wikidata.org/entity/Q3240003	bus route
759	8312	http://www.wikidata.org/entity/Q28337	shoal
1727	8178	http://www.wikidata.org/entity/Q39715	lighthouse
1	8150	http://www.wikidata.org/entity/Q684740	real property
0	7955	http://www.wikidata.org/entity/Q7930614	village of Taiwan
0	7872	http://www.wikidata.org/entity/Q747074	comune of Italy
63	7553	http://www.wikidata.org/entity/Q483110	stadium
277	7516	http://www.wikidata.org/entity/Q1076486	sports venue
1	7471	http://www.wikidata.org/entity/Q17143723	catholic parish
0	7412	http://www.wikidata.org/entity/Q28931760	parish of New South Wales
7	7408	http://www.wikidata.org/entity/Q55678	railway stop
1	7266	http://www.wikidata.org/entity/Q101687	altar
0	7257	http://www.wikidata.org/entity/Q1077097	tambon
13	7195	http://www.wikidata.org/entity/Q543654	city hall
52	7113	http://www.wikidata.org/entity/Q22808404	station located on surface
8	7097	http://www.wikidata.org/entity/Q56061	administrative territorial entity
0	6982	http://www.wikidata.org/entity/Q2074737	municipality of Spain
0	6937	http://www.wikidata.org/entity/Q3395121	wayside shrine
1	6907	http://www.wikidata.org/entity/Q5393308	Buddhist temple
7	6884	http://www.wikidata.org/entity/Q44539	temple
5	6879	http://www.wikidata.org/entity/Q317557	parish church
6751	6751	http://www.wikidata.org/entity/Q30092776	lake water body
6	6701	http://www.wikidata.org/entity/Q188509	suburb
0	6688	http://www.wikidata.org/entity/Q4285979	gampong
195	6589	http://www.wikidata.org/entity/Q2175765	tram stop
59	6572	http://www.wikidata.org/entity/Q1210950	channel
5	6547	http://www.wikidata.org/entity/Q502074	heliport
106	6485	http://www.wikidata.org/entity/Q11315	shopping center
0	6461	http://www.wikidata.org/entity/Q15127012	town of the United States
118	6448	http://www.wikidata.org/entity/Q15911738	hydroelectric power station
275	6383	http://www.wikidata.org/entity/Q618123	geographical feature
0	6376	http://www.wikidata.org/entity/Q1191622	Special Area of Conservation
0	6374	http://www.wikidata.org/entity/Q14757767	fourth-level administrative country subdivision
0	6368	http://www.wikidata.org/entity/Q398141	school district
0	6310	http://www.wikidata.org/entity/Q214252	stable
0	6262	http://www.wikidata.org/entity/Q12488913	kampung of Papua
0	6259	http://www.wikidata.org/entity/Q5153359	municipality of the Czech Republic
8	6212	http://www.wikidata.org/entity/Q350895	abandoned village
0	6194	http://www.wikidata.org/entity/Q2023000	khutor
0	6193	http://www.wikidata.org/entity/Q65954144	Canara Bank branch
21	6104	http://www.wikidata.org/entity/Q12518	tower
390	6064	http://www.wikidata.org/entity/Q192611	electoral district
201	6042	http://www.wikidata.org/entity/Q3395377	ancient monument
46	6000	http://www.wikidata.org/entity/Q22808403	station located underground
0	5986	http://www.wikidata.org/entity/Q211748	oil field
1	5655	http://www.wikidata.org/entity/Q2293362	sculptural group
0	5632	http://www.wikidata.org/entity/Q13220204	second-level administrative country subdivision
0	5608	http://www.wikidata.org/entity/Q277760	gatehouse
0	5568	http://www.wikidata.org/entity/Q3184121	municipality of Brazil
0	5397	http://www.wikidata.org/entity/Q65954135	ICICI Bank branch
0	5303	http://www.wikidata.org/entity/Q104146934	United States of America State-level electoral district
0	5292	http://www.wikidata.org/entity/Q67015944	Government Girls' Primary School
0	5257	http://www.wikidata.org/entity/Q65954142	Bank of Baroda branch
18	5166	http://www.wikidata.org/entity/Q10145	milestone
0	5151	http://www.wikidata.org/entity/Q19730508	former municipality
0	5132	http://www.wikidata.org/entity/Q1131296	freguesia of Portugal
2	5126	http://www.wikidata.org/entity/Q22674925	former populated place
0	5099	http://www.wikidata.org/entity/Q66619497	HDFC Bank branch
859	5098	http://www.wikidata.org/entity/Q2983893	quarter
42	5098	http://www.wikidata.org/entity/Q207694	art museum
294	5081	http://www.wikidata.org/entity/Q1402592	island group
0	5057	http://www.wikidata.org/entity/Q15630849	village of Bulgaria
0	5021	http://www.wikidata.org/entity/Q106505070	Settlement of prehistoric times
0	5007	http://www.wikidata.org/entity/Q3044808	appendage
0	4993	http://www.wikidata.org/entity/Q381885	tomb
0	4958	http://www.wikidata.org/entity/Q25391	dune
0	4931	http://www.wikidata.org/entity/Q23069713	pass
0	4920	http://www.wikidata.org/entity/Q20871353	cadastral area in the Czech Republic
7	4917	http://www.wikidata.org/entity/Q1195942	fire station
0	4913	http://www.wikidata.org/entity/Q786922	drive-in theater
8	4904	http://www.wikidata.org/entity/Q53060	gate
0	4865	http://www.wikidata.org/entity/Q5890494	homestead
0	4849	http://www.wikidata.org/entity/Q3812392	union council of Bangladesh
0	4741	http://www.wikidata.org/entity/Q73580208	Central Bank of India branch
33	4714	http://www.wikidata.org/entity/Q94993988	commercial traffic aerodrome
0	4699	http://www.wikidata.org/entity/Q845945	Shinto shrine
0	4696	http://www.wikidata.org/entity/Q54074585	Tibetan Buddhist monastery
122	4684	http://www.wikidata.org/entity/Q11707	restaurant
0	4673	http://www.wikidata.org/entity/Q569500	community health center
0	4667	http://www.wikidata.org/entity/Q106577963	Q106577963
20	4656	http://www.wikidata.org/entity/Q43483	well
6	4596	http://www.wikidata.org/entity/Q34627	Synagogue
251	4596	http://www.wikidata.org/entity/Q44494	mill
1	4581	http://www.wikidata.org/entity/Q10480682	agricultural structure
0	4571	http://www.wikidata.org/entity/Q478251	bar
0	4549	http://www.wikidata.org/entity/Q114768	granary
14	4485	http://www.wikidata.org/entity/Q11303	skyscraper
0	4459	http://www.wikidata.org/entity/Q51049922	village
3	4449	http://www.wikidata.org/entity/Q16887036	gap
9	4422	http://www.wikidata.org/entity/Q3240227	raised bog
0	4378	http://www.wikidata.org/entity/Q35112127	historic building
4356	4358	http://www.wikidata.org/entity/Q14839548	minor locality in Sweden
0	4353	http://www.wikidata.org/entity/Q184188	canton of France (until 2015)
0	4340	http://www.wikidata.org/entity/Q14552192	chapel-shrine
41	4319	http://www.wikidata.org/entity/Q109607	ruins
0	4310	http://www.wikidata.org/entity/Q875016	terrace house
0	4307	http://www.wikidata.org/entity/Q15284	municipality
1	4276	http://www.wikidata.org/entity/Q2031836	Eastern Orthodox church
6	4270	http://www.wikidata.org/entity/Q203443	tombstone
14	4253	http://www.wikidata.org/entity/Q2376564	interchange
0	4242	http://www.wikidata.org/entity/Q65954138	Axis Bank branch
0	4220	http://www.wikidata.org/entity/Q7551933	mahallah
1218	4217	http://www.wikidata.org/entity/Q744099	hillfort
0	4169	http://www.wikidata.org/entity/Q1021106	town house
138	4162	http://www.wikidata.org/entity/Q13221722	third-level administrative country subdivision
13	4022	http://www.wikidata.org/entity/Q82794	geographic region
17	3995	http://www.wikidata.org/entity/Q256020	inn
9	3954	http://www.wikidata.org/entity/Q1400565	spur
34	3942	http://www.wikidata.org/entity/Q101659	dolmen
0	3879	http://www.wikidata.org/entity/Q102202066	Samian Ware Discovery Site
134	3838	http://www.wikidata.org/entity/Q22746	urban park
0	3812	http://www.wikidata.org/entity/Q7543083	avenue
0	3792	http://www.wikidata.org/entity/Q3177968	vivarium
0	3784	http://www.wikidata.org/entity/Q12397176	parish of Galicia
13	3773	http://www.wikidata.org/entity/Q1154710	association football venue
0	3758	http://www.wikidata.org/entity/Q5327369	chōchō
10	3753	http://www.wikidata.org/entity/Q483242	laboratory
0	3741	http://www.wikidata.org/entity/Q17489143	building with cornice
0	3733	http://www.wikidata.org/entity/Q17376095	cadastral municipality of Austria
0	3723	http://www.wikidata.org/entity/Q1723032	kamienica
6	3710	http://www.wikidata.org/entity/Q1785071	fort
0	3689	http://www.wikidata.org/entity/Q8776398	collective population entity of Spain
1	3686	http://www.wikidata.org/entity/Q846659	Jewish cemetery
0	3683	http://www.wikidata.org/entity/Q813672	basin
36	3681	http://www.wikidata.org/entity/Q15069452	Natura 2000 protected area
0	3666	http://www.wikidata.org/entity/Q56351315	Japanese upper secondary school
1	3655	http://www.wikidata.org/entity/Q427287	wat
0	3655	http://www.wikidata.org/entity/Q83554028	Gendarmerie barracks
1	3619	http://www.wikidata.org/entity/Q335778	polling place
3576	3611	http://www.wikidata.org/entity/Q191360	foundation
0	3604	http://www.wikidata.org/entity/Q1484611	buurtschap
4	3591	http://www.wikidata.org/entity/Q4663385	former railway station
0	3575	http://www.wikidata.org/entity/Q19953632	former administrative territorial entity
0	3537	http://www.wikidata.org/entity/Q18691601	ward of Tanzania
0	3532	http://www.wikidata.org/entity/Q18706073	Public institution of intermunicipal cooperation with own taxation
0	3523	http://www.wikidata.org/entity/Q11755959	multi-storey urban building
0	3496	http://www.wikidata.org/entity/Q98094425	Station of the Cross
0	3483	http://www.wikidata.org/entity/Q372363	geotope
0	3483	http://www.wikidata.org/entity/Q5526694	Gasthaus
3	3467	http://www.wikidata.org/entity/Q83620	thoroughfare
1	3460	http://www.wikidata.org/entity/Q655686	commercial building
0	3456	http://www.wikidata.org/entity/Q61878	barangay
0	3452	http://www.wikidata.org/entity/Q1530705	village development committee of Nepal
0	3451	http://www.wikidata.org/entity/Q28912853	fraction
0	3440	http://www.wikidata.org/entity/Q2500304	district electoral division
0	3432	http://www.wikidata.org/entity/Q19658107	neighborhood of Brazil
8	3429	http://www.wikidata.org/entity/Q185187	watermill
3422	3422	http://www.wikidata.org/entity/Q615980	parish of the Church of Sweden
0	3419	http://www.wikidata.org/entity/Q1088552	Catholic church building
2974	3412	http://www.wikidata.org/entity/Q567998	bathing water
0	3411	http://www.wikidata.org/entity/Q28111	township in the United States
53	3390	http://www.wikidata.org/entity/Q83405	factory
0	3364	http://www.wikidata.org/entity/Q21061279	stained glass window
0	3360	http://www.wikidata.org/entity/Q70208	municipality of Switzerland
0	3341	http://www.wikidata.org/entity/Q73839412	Indian Overseas Bank branch
4	3335	http://www.wikidata.org/entity/Q170321	wetland
0	3317	http://www.wikidata.org/entity/Q11832720	grave slab
0	3303	http://www.wikidata.org/entity/Q152081	concentration camp
0	3269	http://www.wikidata.org/entity/Q12661150	shrine of the crucifixion
0	3265	http://www.wikidata.org/entity/Q631305	rock formation
6	3249	http://www.wikidata.org/entity/Q1549591	big city
2	3220	http://www.wikidata.org/entity/Q1630622	drinking fountain
0	3215	http://www.wikidata.org/entity/Q65954125	Yes Bank branch
0	3179	http://www.wikidata.org/entity/Q4224624	kmetstvo of Bulgaria
0	3179	http://www.wikidata.org/entity/Q2046310	bowl barrow
8	3172	http://www.wikidata.org/entity/Q1497364	building complex
0	3169	http://www.wikidata.org/entity/Q1078374	tenement
4	3167	http://www.wikidata.org/entity/Q200764	bookstore
0	3160	http://www.wikidata.org/entity/Q62011240	dam with volume capacity of less than 3 hm³
46	3136	http://www.wikidata.org/entity/Q40357	prison
0	3132	http://www.wikidata.org/entity/Q69388744	mineral index
0	3131	http://www.wikidata.org/entity/Q69529214	Allahabad Bank branch
0	3129	http://www.wikidata.org/entity/Q751708	village in the United States
0	3122	http://www.wikidata.org/entity/Q20732405	volost of the Russian Empire
0	3105	http://www.wikidata.org/entity/Q490329	dong
1	3102	http://www.wikidata.org/entity/Q22713629	girls' school
0	3093	http://www.wikidata.org/entity/Q918230	Roman villa
8	3081	http://www.wikidata.org/entity/Q15120977	stone grave
46	3077	http://www.wikidata.org/entity/Q57821	fortification
29	3075	http://www.wikidata.org/entity/Q38720	windmill
0	3074	http://www.wikidata.org/entity/Q861951	police station
1	3063	http://www.wikidata.org/entity/Q3024240	historical country
0	3051	http://www.wikidata.org/entity/Q55463514	tribal area
2	3042	http://www.wikidata.org/entity/Q47089	fault
3	3031	http://www.wikidata.org/entity/Q63565252	brook
9	3023	http://www.wikidata.org/entity/Q1021645	office building
0	3019	http://www.wikidata.org/entity/Q5527082	gatepost
14	3015	http://www.wikidata.org/entity/Q207934	allée
17	3007	http://www.wikidata.org/entity/Q1107656	garden
3	3007	http://www.wikidata.org/entity/Q150784	canyon
11	2991	http://www.wikidata.org/entity/Q182676	mountain hut
0	2982	http://www.wikidata.org/entity/Q60169073	ward of Nigeria
19	2968	http://www.wikidata.org/entity/Q1210334	railway bridge
0	2961	http://www.wikidata.org/entity/Q24036024	apylinkė
0	2952	http://www.wikidata.org/entity/Q1365179	private mansion
2	2949	http://www.wikidata.org/entity/Q1307276	single-family detached home
0	2945	http://www.wikidata.org/entity/Q71713967	Union Bank of India branch
0	2931	http://www.wikidata.org/entity/Q16974307	Dwór
0	2927	http://www.wikidata.org/entity/Q3055118	single entity of population
0	2922	http://www.wikidata.org/entity/Q591942	distributary
0	2894	http://www.wikidata.org/entity/Q18652188	Gaqaa
0	2884	http://www.wikidata.org/entity/Q6784672	municipality of Slovakia
24	2880	http://www.wikidata.org/entity/Q44782	port
0	2862	http://www.wikidata.org/entity/Q659103	commune of Romania
0	2861	http://www.wikidata.org/entity/Q34841063	seat of the local council
190	2860	http://www.wikidata.org/entity/Q856234	academic library
0	2825	http://www.wikidata.org/entity/Q15071808	sielsaviet of Belarus
0	2814	http://www.wikidata.org/entity/Q2590631	municipality of Hungary
0	2814	http://www.wikidata.org/entity/Q66496996	Andhra Bank branch
1	2807	http://www.wikidata.org/entity/Q55818	impact crater
0	2807	http://www.wikidata.org/entity/Q73986959	Indian Bank branch
0	2783	http://www.wikidata.org/entity/Q74047	ghost town
0	2759	http://www.wikidata.org/entity/Q73717181	Industrial Development Bank of India branch
0	2752	http://www.wikidata.org/entity/Q12809484	township-level division similar to townships
988	2737	http://www.wikidata.org/entity/Q2082774	shieling
2719	2720	http://www.wikidata.org/entity/Q12813115	urban area in Sweden
4	2718	http://www.wikidata.org/entity/Q921099	boundary marker
0	2716	http://www.wikidata.org/entity/Q517820	carriage house
11	2697	http://www.wikidata.org/entity/Q131734	brewery
41	2692	http://www.wikidata.org/entity/Q12731	dead end street
2628	2628	http://www.wikidata.org/entity/Q11722303	rural municipality of Sweden and Finland
4	2619	http://www.wikidata.org/entity/Q15642541	human-geographic territorial entity
0	2610	http://www.wikidata.org/entity/Q66877717	UCO Bank branch
20	2596	http://www.wikidata.org/entity/Q1068842	footbridge
0	2594	http://www.wikidata.org/entity/Q5773747	historic house
0	2581	http://www.wikidata.org/entity/Q62009185	dam with height less than 10 meters
40	2579	http://www.wikidata.org/entity/Q695850	airbase
2	2561	http://www.wikidata.org/entity/Q385994	special library
19	2557	http://www.wikidata.org/entity/Q757292	border checkpoint
0	2557	http://www.wikidata.org/entity/Q15125752	rural district of Iran
0	2546	http://www.wikidata.org/entity/Q17540983	open air site
0	2544	http://www.wikidata.org/entity/Q3910694	civil parishes of Ireland
0	2537	http://www.wikidata.org/entity/Q13231610	Borda
2523	2523	http://www.wikidata.org/entity/Q18333556	registration district in Sweden
0	2522	http://www.wikidata.org/entity/Q580499	oratory
14	2515	http://www.wikidata.org/entity/Q17715832	castle ruin
0	2514	http://www.wikidata.org/entity/Q40211238	churchyard wall
0	2511	http://www.wikidata.org/entity/Q19691007	institutional complex
0	2497	http://www.wikidata.org/entity/Q1307347	boundary
0	2493	http://www.wikidata.org/entity/Q2785216	municipality section
0	2489	http://www.wikidata.org/entity/Q19833736	chest tomb
1	2482	http://www.wikidata.org/entity/Q55075651	upland
10	2481	http://www.wikidata.org/entity/Q167346	botanical garden
0	2480	http://www.wikidata.org/entity/Q56398194	core municipal part with the same name as the municipality in the Czech Republic
2	2475	http://www.wikidata.org/entity/Q82117	city gate
0	2470	http://www.wikidata.org/entity/Q1852859	populated place in the Netherlands
0	2470	http://www.wikidata.org/entity/Q8514	desert
0	2470	http://www.wikidata.org/entity/Q22580836	village in Latvia
1	2467	http://www.wikidata.org/entity/Q18761864	bank building
2457	2461	http://www.wikidata.org/entity/Q1523821	socken
2081	2458	http://www.wikidata.org/entity/Q1935728	stone circle
126	2457	http://www.wikidata.org/entity/Q1251403	alleyway
0	2456	http://www.wikidata.org/entity/Q2326815	municipal library
1	2455	http://www.wikidata.org/entity/Q1015644	Burgstall
0	2455	http://www.wikidata.org/entity/Q12020836	timber-framed house
0	2452	http://www.wikidata.org/entity/Q66768699	Corporation Bank branch
0	2440	http://www.wikidata.org/entity/Q1129743	filial church
80	2404	http://www.wikidata.org/entity/Q64578911	former hospital
0	2401	http://www.wikidata.org/entity/Q21869758	delegated commune
0	2387	http://www.wikidata.org/entity/Q87193797	tjern / tjärn
0	2386	http://www.wikidata.org/entity/Q190429	depression
0	2371	http://www.wikidata.org/entity/Q66576265	Bank of India branch
0	2369	http://www.wikidata.org/entity/Q667509	municipality of Austria
8	2359	http://www.wikidata.org/entity/Q105731	lock
66	2337	http://www.wikidata.org/entity/Q45776	fjord
0	2326	http://www.wikidata.org/entity/Q1128397	convent
0	2319	http://www.wikidata.org/entity/Q106259	polder
4	2303	http://www.wikidata.org/entity/Q162875	mausoleum
0	2288	http://www.wikidata.org/entity/Q106492558	Q106492558
9	2288	http://www.wikidata.org/entity/Q209465	campus
28	2282	http://www.wikidata.org/entity/Q46169	national park
0	2281	http://www.wikidata.org/entity/Q1245089	promontory
0	2269	http://www.wikidata.org/entity/Q1952852	municipality of Mexico
1	2268	http://www.wikidata.org/entity/Q1404150	crag
0	2265	http://www.wikidata.org/entity/Q106817283	K6 telephone box
0	2256	http://www.wikidata.org/entity/Q27971968	constituency of the House of Commons
