URI	membersInSweden	members	label
http://www.wikidata.org/entity/Q1574516	0	74	photo library
http://www.wikidata.org/entity/Q55496607	0	74	convent church
http://www.wikidata.org/entity/Q99440107	0	74	comfort station
http://www.wikidata.org/entity/Q336764	1	74	junction
http://www.wikidata.org/entity/Q17272482	0	74	time zone named for a UTC offset
http://www.wikidata.org/entity/Q4588168	0	74	Q4588168
http://www.wikidata.org/entity/Q73708651	0	74	The Mumbai District Central Cooperative Bank Limited branch
http://www.wikidata.org/entity/Q1478645	0	74	prestegjeld
http://www.wikidata.org/entity/Q13218805	3	74	multistorey car park
http://www.wikidata.org/entity/Q1662089	6	73	industry museum
http://www.wikidata.org/entity/Q65532949	0	73	picnic shelter
http://www.wikidata.org/entity/Q3249005	0	73	provincial city
http://www.wikidata.org/entity/Q1058792	0	73	fluctus
http://www.wikidata.org/entity/Q3390477	1	73	online marketplace
http://www.wikidata.org/entity/Q3278565	38	73	house lighthouse
http://www.wikidata.org/entity/Q1639354	0	73	simultaneum
http://www.wikidata.org/entity/Q14253637	0	73	dry lake
http://www.wikidata.org/entity/Q1803820	0	73	landscape park
http://www.wikidata.org/entity/Q41720204	0	73	county of the Kingdom of Romania
http://www.wikidata.org/entity/Q54375449	0	73	constituency of the Himachal Pradesh Legislative Assembly
http://www.wikidata.org/entity/Q76470	0	73	outlet store
http://www.wikidata.org/entity/Q1068824	0	73	boutique
http://www.wikidata.org/entity/Q107691554	0	73	ES96 Natura 2000
http://www.wikidata.org/entity/Q67015955	0	73	Government Girls' Higher Secondary School
http://www.wikidata.org/entity/Q6540832	0	73	liberal arts college in the United States
http://www.wikidata.org/entity/Q16124843	0	73	Municipalities of Libya
http://www.wikidata.org/entity/Q1631226	0	73	settlement council
http://www.wikidata.org/entity/Q8452914	0	72	district town
http://www.wikidata.org/entity/Q1779930	0	72	bypass
http://www.wikidata.org/entity/Q759882	0	72	protected landscape area
http://www.wikidata.org/entity/Q884694	0	72	log building
http://www.wikidata.org/entity/Q12178928	0	72	county of Wisconsin
http://www.wikidata.org/entity/Q1614512	0	72	ecological reserve of Quebec
http://www.wikidata.org/entity/Q11954567	0	72	veïnat
http://www.wikidata.org/entity/Q89794	0	72	curtain wall
http://www.wikidata.org/entity/Q89477	0	72	castellum
http://www.wikidata.org/entity/Q7245816	0	72	temples of Mazu
http://www.wikidata.org/entity/Q494311	0	72	Low German house
http://www.wikidata.org/entity/Q2986739	0	72	school board of Quebec
http://www.wikidata.org/entity/Q97177413	0	72	ES17 Site of scientific interest
http://www.wikidata.org/entity/Q82101	0	72	blockhouse
http://www.wikidata.org/entity/Q58001476	0	71	condado (Spain)
http://www.wikidata.org/entity/Q718893	0	71	theater
http://www.wikidata.org/entity/Q5770918	0	71	city of Argentina
http://www.wikidata.org/entity/Q746529	0	71	mukim
http://www.wikidata.org/entity/Q2904233	0	71	bioregion
http://www.wikidata.org/entity/Q5333253	0	71	ecological reserve
http://www.wikidata.org/entity/Q11292	0	71	coral reef
http://www.wikidata.org/entity/Q80830021	0	71	scheduled section of Antonine Wall
http://www.wikidata.org/entity/Q2151479	2	71	execution site
http://www.wikidata.org/entity/Q38001316	0	71	Texas state park
http://www.wikidata.org/entity/Q62005833	0	71	District of Chile
http://www.wikidata.org/entity/Q741218	0	71	69 Stations of the Nakasendō
http://www.wikidata.org/entity/Q1310961	0	71	icefall
http://www.wikidata.org/entity/Q498794	0	71	crater chain
http://www.wikidata.org/entity/Q2111762	0	71	machine shop
http://www.wikidata.org/entity/Q29045252	0	71	city of South Korea
http://www.wikidata.org/entity/Q85666134	0	71	health and welfare buildings
http://www.wikidata.org/entity/Q3977906	0	71	alpine supergroup
http://www.wikidata.org/entity/Q511355	0	71	television studio
http://www.wikidata.org/entity/Q104454065	0	71	Q104454065
http://www.wikidata.org/entity/Q105728095	0	71	former congressional district of the Philippines
http://www.wikidata.org/entity/Q75832485	0	71	Dombivli Nagari Sahakari Bank branch
http://www.wikidata.org/entity/Q16054427	0	71	Appenzell farmhouse
http://www.wikidata.org/entity/Q3476533	0	71	monumental sculpture
http://www.wikidata.org/entity/Q1404375	0	70	rock pinnacle
http://www.wikidata.org/entity/Q63125083	0	70	monorail station
http://www.wikidata.org/entity/Q209495	0	70	historical province of France
http://www.wikidata.org/entity/Q361665	0	70	summit cross
http://www.wikidata.org/entity/Q37987648	0	70	Minnesota state park
http://www.wikidata.org/entity/Q1299358	0	70	Former District of Ghana
http://www.wikidata.org/entity/Q180987	1	70	stupa
http://www.wikidata.org/entity/Q1930418	3	70	leading lights
http://www.wikidata.org/entity/Q5462939	0	70	flute
http://www.wikidata.org/entity/Q11390939	0	70	Hachiman shrine
http://www.wikidata.org/entity/Q1004887	0	70	thermal bath
http://www.wikidata.org/entity/Q54375430	0	70	constituency of the Delhi Legislative Assembly
http://www.wikidata.org/entity/Q35175440	0	70	sub-district of Jordan
http://www.wikidata.org/entity/Q89371670	0	70	hospital organisation
http://www.wikidata.org/entity/Q838159	0	70	türbe
http://www.wikidata.org/entity/Q841248	0	70	Colleges of technology in Japan
http://www.wikidata.org/entity/Q1399147	0	70	fazenda
http://www.wikidata.org/entity/Q5227240	0	70	data library
http://www.wikidata.org/entity/Q52111409	0	70	Level IV ecoregion
http://www.wikidata.org/entity/Q1069932	0	70	oceanic basin
http://www.wikidata.org/entity/Q10359762	0	70	Biological reserve in Brazil
http://www.wikidata.org/entity/Q13058507	0	70	subdivision of West Bengal
http://www.wikidata.org/entity/Q2711758	0	70	department of Chad
http://www.wikidata.org/entity/Q36539	0	69	oven
http://www.wikidata.org/entity/Q1402344	0	69	Feldbahn
http://www.wikidata.org/entity/Q28109789	0	69	drainage canal
http://www.wikidata.org/entity/Q623525	0	69	rotunda
http://www.wikidata.org/entity/Q58872171	0	69	baronía
http://www.wikidata.org/entity/Q6501349	1	69	parking lot
http://www.wikidata.org/entity/Q28042933	0	69	state historic site in the United States
http://www.wikidata.org/entity/Q18751767	0	69	sand beach
http://www.wikidata.org/entity/Q963729	0	69	submarine canyon
http://www.wikidata.org/entity/Q80797879	0	69	protected zones of national interest
http://www.wikidata.org/entity/Q722795	0	69	armored train
http://www.wikidata.org/entity/Q863974	0	69	lake island
http://www.wikidata.org/entity/Q3832650	0	69	linea
http://www.wikidata.org/entity/Q61899190	0	69	Gram panchayat of Odisha
http://www.wikidata.org/entity/Q153026	3	69	Euroregion
http://www.wikidata.org/entity/Q2655841	0	69	municipality of Georgia
http://www.wikidata.org/entity/Q1295201	1	69	grocery store
http://www.wikidata.org/entity/Q6839982	0	69	micropub
http://www.wikidata.org/entity/Q30059	0	68	arrondissement
http://www.wikidata.org/entity/Q19850234	0	68	hill group
http://www.wikidata.org/entity/Q18809877	1	68	rock
http://www.wikidata.org/entity/Q185600	0	68	portico
http://www.wikidata.org/entity/Q56809587	0	68	National Park of Mexico
http://www.wikidata.org/entity/Q15584664	0	68	city under municipality jurisdiction in Latvia
http://www.wikidata.org/entity/Q24194884	0	68	national forest of Brazil
http://www.wikidata.org/entity/Q5137685	0	68	coal-tax post
http://www.wikidata.org/entity/Q7558985	0	68	solutional cave
http://www.wikidata.org/entity/Q3752524	0	68	gmina's auxiliary unit
http://www.wikidata.org/entity/Q25412758	0	68	Q25412758
http://www.wikidata.org/entity/Q3323149	0	68	slope
http://www.wikidata.org/entity/Q357742	0	68	broadcast relay station
http://www.wikidata.org/entity/Q217177	0	68	taifa
http://www.wikidata.org/entity/Q446828	0	68	chapel of Loreto
http://www.wikidata.org/entity/Q471835	0	68	sgraffito
http://www.wikidata.org/entity/Q180537	0	68	meander
http://www.wikidata.org/entity/Q35080211	0	68	wildlife management area of a state of the United States
http://www.wikidata.org/entity/Q74963547	0	68	Mahanagar Cooperative Bank branch
http://www.wikidata.org/entity/Q46355797	0	68	Q46355797
http://www.wikidata.org/entity/Q7335033	0	68	ringwork castle
http://www.wikidata.org/entity/Q91285	0	68	Martello tower
http://www.wikidata.org/entity/Q11582691	0	68	prefectural library of Japan
http://www.wikidata.org/entity/Q639030	0	67	people mover
http://www.wikidata.org/entity/Q1032372	0	67	hackerspace
http://www.wikidata.org/entity/Q2962545	0	67	factory chimney
http://www.wikidata.org/entity/Q2724542	0	67	kennel
http://www.wikidata.org/entity/Q55677	0	67	Keilbahnhof
http://www.wikidata.org/entity/Q29940414	0	67	immovable monument
http://www.wikidata.org/entity/Q88598	0	67	Gord
http://www.wikidata.org/entity/Q58632302	0	67	specialised museum
http://www.wikidata.org/entity/Q809889	0	67	baseball field
http://www.wikidata.org/entity/Q47008262	0	67	ensemble of small monuments
http://www.wikidata.org/entity/Q719592	0	67	local council of Malta
http://www.wikidata.org/entity/Q46966	0	67	ice shelf
http://www.wikidata.org/entity/Q13417250	0	67	district of Azerbaijan
http://www.wikidata.org/entity/Q96371632	0	67	secularized church
http://www.wikidata.org/entity/Q26678366	0	67	hundred
http://www.wikidata.org/entity/Q188507	2	67	apartment
http://www.wikidata.org/entity/Q46224856	0	67	Q46224856
http://www.wikidata.org/entity/Q13410400	0	67	county of Alabama
http://www.wikidata.org/entity/Q13410422	0	67	county of Florida
http://www.wikidata.org/entity/Q13414763	0	67	county of Pennsylvania
http://www.wikidata.org/entity/Q20010053	0	67	Etruscan grave
http://www.wikidata.org/entity/Q958822	0	67	maternity hospital
http://www.wikidata.org/entity/Q6554043	0	67	decentralized municipal entity
http://www.wikidata.org/entity/Q2298537	2	66	transport hub
http://www.wikidata.org/entity/Q519608	0	66	classification yard
http://www.wikidata.org/entity/Q2197893	0	66	chine
http://www.wikidata.org/entity/Q837995	0	66	rood screen
http://www.wikidata.org/entity/Q1147171	0	66	interchange station
http://www.wikidata.org/entity/Q925381	0	66	city with powiat rights
http://www.wikidata.org/entity/Q855747	0	66	Egyptian temple
http://www.wikidata.org/entity/Q445741	0	66	historic road
http://www.wikidata.org/entity/Q13222303	0	66	Highway location marker
http://www.wikidata.org/entity/Q55097207	0	66	former thoroughfare
http://www.wikidata.org/entity/Q56242235	15	66	Lutheran cathedral
http://www.wikidata.org/entity/Q5031071	0	66	canal tunnel
http://www.wikidata.org/entity/Q1302778	0	66	Divided highway
http://www.wikidata.org/entity/Q56582861	0	66	Route impériale
http://www.wikidata.org/entity/Q11634853	0	66	traveling library
http://www.wikidata.org/entity/Q7058519	0	66	constituency of the Parliament of Northern Ireland
http://www.wikidata.org/entity/Q12037308	0	66	county of South Dakota
http://www.wikidata.org/entity/Q83844671	0	66	stone monument
http://www.wikidata.org/entity/Q26618428	0	66	Q26618428
http://www.wikidata.org/entity/Q6501028	0	66	water tank
http://www.wikidata.org/entity/Q56242045	0	66	Anglican church building
http://www.wikidata.org/entity/Q2936646	0	66	township of Canada
http://www.wikidata.org/entity/Q4912036	0	66	Bills horse troughs
http://www.wikidata.org/entity/Q96056561	0	66	wildlife management area of West Virgina
http://www.wikidata.org/entity/Q164419	0	65	long gallery
http://www.wikidata.org/entity/Q19413851	0	65	heritage monument in Saxony
http://www.wikidata.org/entity/Q1267889	0	65	waterway
http://www.wikidata.org/entity/Q45791	0	65	geoglyph
http://www.wikidata.org/entity/Q9381142	1	65	hill chain
http://www.wikidata.org/entity/Q2298529	0	65	corregimiento
http://www.wikidata.org/entity/Q32984849	0	65	circunscripción electoral de las Cortes republicanas
http://www.wikidata.org/entity/Q55840778	0	65	Q55840778
http://www.wikidata.org/entity/Q38001301	0	65	Ohio state park
http://www.wikidata.org/entity/Q3374262	0	65	market town
http://www.wikidata.org/entity/Q3519009	0	65	tessera
http://www.wikidata.org/entity/Q17521458	1	65	bathing establishment
http://www.wikidata.org/entity/Q19850578	0	65	Chappe semaphore tower
http://www.wikidata.org/entity/Q1522839	0	65	staff college
http://www.wikidata.org/entity/Q16423630	0	65	abandoned farm
http://www.wikidata.org/entity/Q14762205	0	65	municipal district of Alberta
http://www.wikidata.org/entity/Q84999152	0	65	table tomb
http://www.wikidata.org/entity/Q1678289	0	65	hunting cabin
http://www.wikidata.org/entity/Q17504814	0	65	gunpowder magazine
http://www.wikidata.org/entity/Q1781180	0	65	condensation power station
http://www.wikidata.org/entity/Q5138347	0	65	coastal defence and fortification
http://www.wikidata.org/entity/Q18272436	0	65	City fortifications
http://www.wikidata.org/entity/Q28122896	0	65	rural municipality of Estonia
http://www.wikidata.org/entity/Q3867745	0	64	corporate museum
http://www.wikidata.org/entity/Q47520603	0	64	picnic site
http://www.wikidata.org/entity/Q109391	0	64	volcanic crater
http://www.wikidata.org/entity/Q785486	0	64	three-way interchange
http://www.wikidata.org/entity/Q5640773	0	64	wholesale market
http://www.wikidata.org/entity/Q47496010	0	64	Intermediate Geographic Region
http://www.wikidata.org/entity/Q1010155	0	64	ghat
http://www.wikidata.org/entity/Q921543	1	64	water protection area
http://www.wikidata.org/entity/Q936257	0	64	conservation area
http://www.wikidata.org/entity/Q3393392	2	64	highest point
http://www.wikidata.org/entity/Q13410403	0	64	county of Colorado
http://www.wikidata.org/entity/Q933394	0	64	exclave
http://www.wikidata.org/entity/Q58621988	0	64	temple complex
http://www.wikidata.org/entity/Q2915776	0	64	district of Syria
http://www.wikidata.org/entity/Q48356	0	64	minaret
http://www.wikidata.org/entity/Q695416	0	64	policlinic
http://www.wikidata.org/entity/Q57607	2	64	Christmas market
http://www.wikidata.org/entity/Q15407956	2	64	university college
http://www.wikidata.org/entity/Q14916829	0	64	internment camp
http://www.wikidata.org/entity/Q803616	0	64	rail transport electrical substation
http://www.wikidata.org/entity/Q44696264	0	64	aerial tramway station
http://www.wikidata.org/entity/Q152732	0	64	District of Bangladesh
http://www.wikidata.org/entity/Q2322432	0	64	Nagar Panchayat
http://www.wikidata.org/entity/Q7631016	0	64	subdivision of India
http://www.wikidata.org/entity/Q17268368	0	64	municipality of the Federation of Bosnia and Herzegovina
http://www.wikidata.org/entity/Q74174107	0	64	Kozhikode District Cooperatiave Bank Limited branch
http://www.wikidata.org/entity/Q16509826	0	64	exceptional forest eco-system
http://www.wikidata.org/entity/Q1970243	0	64	lowland castle
http://www.wikidata.org/entity/Q13410524	0	64	parish of Louisiana
http://www.wikidata.org/entity/Q16536851	22	64	coastal battery
http://www.wikidata.org/entity/Q1512109	0	64	administrative post of East Timor
http://www.wikidata.org/entity/Q1539014	0	64	resort of Suriname
http://www.wikidata.org/entity/Q207520	0	63	List of regions of Japan
http://www.wikidata.org/entity/Q34918903	0	63	National Park of the United States
http://www.wikidata.org/entity/Q100590008	0	63	notary district
http://www.wikidata.org/entity/Q67179750	0	63	trail system
http://www.wikidata.org/entity/Q2451577	0	63	junction station
http://www.wikidata.org/entity/Q1702612	0	63	Oberamt
http://www.wikidata.org/entity/Q15901936	0	63	district of South Korea
http://www.wikidata.org/entity/Q3437428	0	63	vidde / vidd
http://www.wikidata.org/entity/Q219469	0	63	mall
http://www.wikidata.org/entity/Q3478786	1	63	water trail
http://www.wikidata.org/entity/Q11626975	0	63	commercial complex
http://www.wikidata.org/entity/Q2914501	0	63	department of Niger
http://www.wikidata.org/entity/Q50394563	0	63	constituency of the Meghalaya Legislative Assembly
http://www.wikidata.org/entity/Q19934856	9	63	twin towers
http://www.wikidata.org/entity/Q1591004	0	63	Hausberg
http://www.wikidata.org/entity/Q54854047	0	63	multi-member district of the Italian Chamber of Deputies
http://www.wikidata.org/entity/Q2989649	0	63	commune of Senegal
http://www.wikidata.org/entity/Q75553369	0	63	Kalupur Commercial Co-operative Bank branch
http://www.wikidata.org/entity/Q851830	0	63	region of Côte d'Ivoire
http://www.wikidata.org/entity/Q2196898	0	63	Frisian farmhouse
http://www.wikidata.org/entity/Q194502	0	62	endorheic basin
http://www.wikidata.org/entity/Q3729800	0	62	subregion of Eritrea
http://www.wikidata.org/entity/Q54810259	0	62	quadrangle on Venus
http://www.wikidata.org/entity/Q105967897	2	62	branched subway line
http://www.wikidata.org/entity/Q908601	0	62	masonry oven
http://www.wikidata.org/entity/Q20820102	0	62	rideable miniature railway
http://www.wikidata.org/entity/Q5275	1	62	astronomical clock
http://www.wikidata.org/entity/Q1035294	0	62	henge
http://www.wikidata.org/entity/Q107539355	0	62	MEOW marine province
http://www.wikidata.org/entity/Q181485	2	62	blast furnace
http://www.wikidata.org/entity/Q47168	0	62	county of the United States
http://www.wikidata.org/entity/Q162620	0	62	province of Spain
http://www.wikidata.org/entity/Q48349	0	62	empire
http://www.wikidata.org/entity/Q15063611	0	62	city in the state of New York
http://www.wikidata.org/entity/Q828581	0	62	terrace
http://www.wikidata.org/entity/Q2267870	0	62	independent community
http://www.wikidata.org/entity/Q1797122	0	62	artist's house
http://www.wikidata.org/entity/Q13414757	0	62	county of New York
http://www.wikidata.org/entity/Q1868572	1	62	locomotive depot
http://www.wikidata.org/entity/Q18759150	0	62	porters house
http://www.wikidata.org/entity/Q28110152	0	62	sewer vent
http://www.wikidata.org/entity/Q3141478	0	62	comarca of Andalusia
http://www.wikidata.org/entity/Q38051384	0	62	California state beach
http://www.wikidata.org/entity/Q2586205	0	62	scientific library
http://www.wikidata.org/entity/Q1466031	13	62	funeral home
http://www.wikidata.org/entity/Q65177565	1	62	former town hall
http://www.wikidata.org/entity/Q107691378	0	62	Protected Landscape
http://www.wikidata.org/entity/Q107990777	0	62	Nature Reserve (Parcial)
http://www.wikidata.org/entity/Q1043639	0	62	gay bar
http://www.wikidata.org/entity/Q2298412	2	62	solar power station
http://www.wikidata.org/entity/Q11668898	0	61	Table land
http://www.wikidata.org/entity/Q12050410	0	61	pond system
http://www.wikidata.org/entity/Q683835	1	61	headframe
http://www.wikidata.org/entity/Q1716124	1	61	national road
http://www.wikidata.org/entity/Q61763947	0	61	municipality of Aragon
http://www.wikidata.org/entity/Q2985090	0	61	Combined Statistical Area
http://www.wikidata.org/entity/Q336514	1	61	sylvan theater
http://www.wikidata.org/entity/Q623319	1	61	mesa
http://www.wikidata.org/entity/Q56856618	0	61	commercial art gallery
http://www.wikidata.org/entity/Q55465414	21	61	lake channel
http://www.wikidata.org/entity/Q84932710	1	61	shoe factory
http://www.wikidata.org/entity/Q107774068	54	61	Q107774068
http://www.wikidata.org/entity/Q58036156	0	61	Q58036156
http://www.wikidata.org/entity/Q59217270	0	61	polar station
http://www.wikidata.org/entity/Q5283558	0	61	district of Zimbabwe
http://www.wikidata.org/entity/Q164142	1	61	protectorate
http://www.wikidata.org/entity/Q2056881	0	61	rijksweg
http://www.wikidata.org/entity/Q3571153	0	61	diversion dam
http://www.wikidata.org/entity/Q6596424	0	61	provincial electoral district of Saskatchewan
http://www.wikidata.org/entity/Q1880318	0	61	Fireplace fireback
http://www.wikidata.org/entity/Q1715155	0	61	maritime college
http://www.wikidata.org/entity/Q11698842	0	61	Q11698842
http://www.wikidata.org/entity/Q11863468	0	61	Village Heritage Site
http://www.wikidata.org/entity/Q614316	0	60	private museum
http://www.wikidata.org/entity/Q1197552	0	60	urban forest
http://www.wikidata.org/entity/Q23712	0	60	Bien de Interés Cultural
http://www.wikidata.org/entity/Q1075664	0	60	port of entry
http://www.wikidata.org/entity/Q2249234	0	60	terrace garden
http://www.wikidata.org/entity/Q833913	0	60	khanqah
http://www.wikidata.org/entity/Q105063846	0	60	Q105063846
http://www.wikidata.org/entity/Q13416228	1	60	incinerator
http://www.wikidata.org/entity/Q37999727	0	60	Missouri state park
http://www.wikidata.org/entity/Q66361052	0	60	castle ruin in Japan
http://www.wikidata.org/entity/Q29549303	0	60	Latvian protected alley
http://www.wikidata.org/entity/Q10595016	59	60	nature conservation area
http://www.wikidata.org/entity/Q57573549	0	60	ward of the Nelson Mandela Bay Municipal Council
http://www.wikidata.org/entity/Q5030865	0	60	provincial/territorial electoral district in Canada
http://www.wikidata.org/entity/Q54375418	0	60	constituency of the Arunachal Pradesh Legislative Assembly
http://www.wikidata.org/entity/Q54375470	0	60	constituency of the Manipur Legislative Assembly
http://www.wikidata.org/entity/Q54375482	0	60	constituency of the Nagaland Legislative Assembly
http://www.wikidata.org/entity/Q54375518	0	60	constituency of the Tripura Legislative Assembly
http://www.wikidata.org/entity/Q784159	3	60	passing loop
http://www.wikidata.org/entity/Q1065656	0	60	health club
http://www.wikidata.org/entity/Q1386235	0	60	Q1386235
http://www.wikidata.org/entity/Q9346811	0	60	Q9346811
http://www.wikidata.org/entity/Q28599824	0	60	porcelain manufacture
http://www.wikidata.org/entity/Q27951514	0	60	indoor arena
http://www.wikidata.org/entity/Q5915691	0	60	House sign
http://www.wikidata.org/entity/Q71936863	0	60	Thrissur District Co-operative Bank Limited branch
http://www.wikidata.org/entity/Q785020	0	60	sedimentary basin
http://www.wikidata.org/entity/Q1371789	0	60	holiday home
http://www.wikidata.org/entity/Q23834203	0	60	Q23834203
http://www.wikidata.org/entity/Q109269920	0	60	tile factory
http://www.wikidata.org/entity/Q31732	0	60	nativity scene
http://www.wikidata.org/entity/Q61815465	0	60	heavy fortification construction cushion
http://www.wikidata.org/entity/Q4379644	0	60	province of the Russian Empire
http://www.wikidata.org/entity/Q215194	0	59	gargoyle
http://www.wikidata.org/entity/Q5784097	0	59	hut
http://www.wikidata.org/entity/Q840482	0	59	Shrine to the Virgin Mary
http://www.wikidata.org/entity/Q12018179	0	59	geomorphological subdistrict
http://www.wikidata.org/entity/Q2997369	0	59	plaza
http://www.wikidata.org/entity/Q15836337	0	59	National Historical Park
http://www.wikidata.org/entity/Q7963019	0	59	Walled villages of Hong Kong
http://www.wikidata.org/entity/Q1454820	0	59	Friday Mosque
http://www.wikidata.org/entity/Q10395989	0	59	Area of Significant Ecological Interest
http://www.wikidata.org/entity/Q15715406	0	59	neighbourhood of Helsinki
http://www.wikidata.org/entity/Q177305	0	59	observation deck
http://www.wikidata.org/entity/Q91759	0	59	crannog
http://www.wikidata.org/entity/Q23929671	0	59	Q23929671
http://www.wikidata.org/entity/Q21561328	0	59	English unitary authority council
http://www.wikidata.org/entity/Q2956483	0	59	chapada
http://www.wikidata.org/entity/Q99541706	0	59	historical unrecognized state
http://www.wikidata.org/entity/Q4389115	0	59	district of Tajikistan
http://www.wikidata.org/entity/Q4966053	19	59	brickworks
http://www.wikidata.org/entity/Q31889245	0	59	Q31889245
http://www.wikidata.org/entity/Q7691226	1	59	teacher training college
http://www.wikidata.org/entity/Q11832860	0	59	quasi-national park of Japan
http://www.wikidata.org/entity/Q2261391	0	59	immigration detention center
http://www.wikidata.org/entity/Q16860836	0	59	library district of the United States
http://www.wikidata.org/entity/Q10868922	0	59	Region (Beijing)
http://www.wikidata.org/entity/Q47455017	0	59	provincial electoral district of Manitoba
http://www.wikidata.org/entity/Q2914427	0	59	guardhouse
http://www.wikidata.org/entity/Q5154647	0	59	community board of New York City
http://www.wikidata.org/entity/Q3263368	0	59	department of Mauritania
http://www.wikidata.org/entity/Q814691	0	59	parish of Norway
http://www.wikidata.org/entity/Q2799245	0	59	Q2799245
http://www.wikidata.org/entity/Q30674761	0	59	Australian marine park
http://www.wikidata.org/entity/Q1048835	0	58	political territorial entity
http://www.wikidata.org/entity/Q2220733	0	58	sand mine
http://www.wikidata.org/entity/Q160342	0	58	track
http://www.wikidata.org/entity/Q5195043	2	58	borough
http://www.wikidata.org/entity/Q693827	0	58	favela
http://www.wikidata.org/entity/Q50418581	0	58	Q50418581
http://www.wikidata.org/entity/Q65611482	0	58	fossil museum
http://www.wikidata.org/entity/Q693369	0	58	kiosk
http://www.wikidata.org/entity/Q24026248	0	58	Q24026248
http://www.wikidata.org/entity/Q54959879	0	58	railway inspector's house
http://www.wikidata.org/entity/Q13955118	0	58	earthwork
http://www.wikidata.org/entity/Q2029182	0	58	religious province
http://www.wikidata.org/entity/Q85641138	0	58	Tyne and Wear Metro station
http://www.wikidata.org/entity/Q52572620	0	58	synod
http://www.wikidata.org/entity/Q189898	0	58	emirate
http://www.wikidata.org/entity/Q30544343	0	58	devlet yolu
http://www.wikidata.org/entity/Q240601	0	58	province of Algeria
http://www.wikidata.org/entity/Q13212489	0	58	county of California
http://www.wikidata.org/entity/Q1281105	8	58	piste
http://www.wikidata.org/entity/Q675824	0	58	cinerarium
http://www.wikidata.org/entity/Q11516104	0	58	Tukimachi-tō
http://www.wikidata.org/entity/Q1818761	0	58	regional natural park
http://www.wikidata.org/entity/Q786803	0	58	car dealership
http://www.wikidata.org/entity/Q13164546	0	58	butcher shop
http://www.wikidata.org/entity/Q2154027	0	58	motorway ring road
http://www.wikidata.org/entity/Q2306813	0	58	department of Cameroon
http://www.wikidata.org/entity/Q18920569	0	58	traditional state in Nigeria
http://www.wikidata.org/entity/Q6591764	0	58	provincial electoral district of New Brunswick
http://www.wikidata.org/entity/Q2460422	0	58	guest house
http://www.wikidata.org/entity/Q108840205	0	58	grain mill
http://www.wikidata.org/entity/Q60843390	0	58	subdivision of Odisha
http://www.wikidata.org/entity/Q376799	0	57	transport infrastructure
http://www.wikidata.org/entity/Q14946335	0	57	Jardín histórico
http://www.wikidata.org/entity/Q145179	0	57	circle route
http://www.wikidata.org/entity/Q519105	0	57	volcanic field
http://www.wikidata.org/entity/Q107413232	0	57	moated site
http://www.wikidata.org/entity/Q3457526	0	57	local nature reserve
http://www.wikidata.org/entity/Q1473950	0	57	stepwell
http://www.wikidata.org/entity/Q1022469	0	57	regional council of Israel
http://www.wikidata.org/entity/Q11732217	0	57	Flecken
http://www.wikidata.org/entity/Q1475403	14	57	kunsthalle
http://www.wikidata.org/entity/Q39425	0	57	bothy
http://www.wikidata.org/entity/Q352956	0	57	survey marker
http://www.wikidata.org/entity/Q132911	2	57	elevator
http://www.wikidata.org/entity/Q21010817	0	57	city of Pennsylvania
http://www.wikidata.org/entity/Q14875255	0	57	limited-access road
http://www.wikidata.org/entity/Q1153408	0	57	province of Chile
http://www.wikidata.org/entity/Q3884394	0	57	oratory
http://www.wikidata.org/entity/Q47012103	0	57	mixed-use building
http://www.wikidata.org/entity/Q98127296	0	57	Q98127296
http://www.wikidata.org/entity/Q2716259	0	57	metropolitan municipality in Turkey
http://www.wikidata.org/entity/Q55759118	0	57	Lock keepers houses
http://www.wikidata.org/entity/Q5283513	1	57	district of Espoo
http://www.wikidata.org/entity/Q4256984	0	57	athletics venue
http://www.wikidata.org/entity/Q11643861	0	57	prefectural natural park of Japan
http://www.wikidata.org/entity/Q15619375	0	57	ward of Bangladesh
http://www.wikidata.org/entity/Q56692327	0	57	federal constituency of Malaysia
http://www.wikidata.org/entity/Q71534569	0	57	Maharashtra State Cooperative Bank branch
http://www.wikidata.org/entity/Q5283544	0	57	district of Turkmenistan
http://www.wikidata.org/entity/Q75338598	0	57	municipal part of Prague
http://www.wikidata.org/entity/Q2776067	0	57	borg
http://www.wikidata.org/entity/Q30565277	0	57	geothermal power station
http://www.wikidata.org/entity/Q21170235	0	57	iron bridge
http://www.wikidata.org/entity/Q507286	0	56	aedicula
http://www.wikidata.org/entity/Q789783	0	56	balustrade
http://www.wikidata.org/entity/Q3054187	0	56	wall-niche tomb
http://www.wikidata.org/entity/Q98116669	0	56	religious complex
http://www.wikidata.org/entity/Q55484	0	56	tower station
http://www.wikidata.org/entity/Q819435	1	56	mining region
http://www.wikidata.org/entity/Q2107707	0	56	cut bank
http://www.wikidata.org/entity/Q15709854	2	56	liquefied natural gas terminal
http://www.wikidata.org/entity/Q643589	0	56	department
http://www.wikidata.org/entity/Q3388233	0	56	pieve
http://www.wikidata.org/entity/Q573344	0	56	main stream
http://www.wikidata.org/entity/Q1006357	0	56	hanging valley
http://www.wikidata.org/entity/Q16544740	0	56	cours
http://www.wikidata.org/entity/Q38001342	0	56	Vermont state park
http://www.wikidata.org/entity/Q2945301	0	56	detention center
http://www.wikidata.org/entity/Q3250615	0	56	province of Oman
http://www.wikidata.org/entity/Q13424808	0	56	playhouse
http://www.wikidata.org/entity/Q1136601	0	56	unitary authority of England
http://www.wikidata.org/entity/Q1519223	0	56	Q1519223
